1346306513.342, 240001
1346306514.027, 255001
1346306523.494, 255001
1346306528.675, 270001
1346306536.178, 270001
1346306543.309, 270001
1346306543.325, 285001
1346306550.406, 285001
1346306557.973, 300001
1346306572.622, 315001
1346306587.270, 330001
1346306601.919, 345001
1346306616.568, 360001
1346306678.534, 15001
1346306690.242, 15001
1346306693.180, 30001
1346306696.337, 30001
1346306707.828, 45001
1346306722.478, 60001
1346306734.910, 60001
1346306737.138, 75001
1346306922.843, 15001
1346306936.062, 15001
1346306937.494, 30001
1346306945.200, 30001
1346306950.277, 30001
1346306952.139, 45001
1346306953.850, 45001
1346306966.542, 45001
1346306966.787, 60001
1346306981.436, 75001
1346306996.085, 90001
1346307071.400, 15001
1346307076.588, 30001
1346307078.502, 30001
1346307091.237, 45001
1346307099.820, 45001
1346307105.885, 60001
1346307108.450, 60001
1346307120.534, 75001
1346307135.183, 90001
1346307149.832, 105001
1346307164.481, 120001
1346307179.129, 135001
1346307193.778, 150001
1346307208.427, 165001
1346307223.075, 180001
1346307237.724, 195001
1346307252.373, 210001
1346307267.021, 225001
1346307281.670, 240001
1346307296.319, 255001
1346307310.968, 270001
1346307325.617, 285001
1346307340.265, 300001
1346307354.914, 315001
1346307369.563, 330001
1346307384.211, 345001
1346307398.860, 360001
1346307413.509, 375001
1346307428.158, 390001
1346307442.807, 405001
1346307457.455, 420001
1346307472.104, 435001
1346307486.753, 450001
1346307501.401, 465001
1346307516.050, 480001
1346307530.699, 495001
1346307545.348, 510001
1346307559.997, 525001
1346307574.645, 540001
1346307589.294, 555001
1346307603.942, 570001
1346307618.591, 585001
1346307633.240, 600001
1346307647.889, 615001
1346307662.537, 630001
1346307677.186, 645001
1346307691.835, 660001
1346307706.483, 675001
1346307721.132, 690001
1346307735.781, 705001
1346307750.429, 720001
1346307765.078, 735001
1346307779.727, 750001
1346307794.376, 765001
1346307809.024, 780001
1346307823.673, 795001
1346307838.322, 810001
1346307852.971, 825001
1346307867.620, 840001
1346307882.268, 855001
1346307896.917, 870001
1346307911.566, 885001
1346307926.215, 900001
1346307940.863, 915001
1346307955.512, 930001
1346307970.161, 945001
1346307984.809, 960001
1346307999.458, 975001
1346308014.107, 990001
1346308028.756, 1005001
1346308043.404, 1020001
1346308058.053, 1035001
1346308072.702, 1050001
1346308087.351, 1065001
1346308101.999, 1080001
1346308116.648, 1095001
1346308131.297, 1110001
1346308145.946, 1125001
1346308160.595, 1140001
1346308175.243, 1155001
1346308189.892, 1170001
1346308204.541, 1185001
1346308219.189, 1200001
1346308233.838, 1215001
1346308248.487, 1230001
1346308263.136, 1245001
1346308277.784, 1260001
1346308292.433, 1275001
1346308307.082, 1290001
1346308321.731, 1305001
1346308336.379, 1320001
1346308351.028, 1335001
1346308365.677, 1350001
1346308380.326, 1365001
1346308394.974, 1380001
1346308409.623, 1395001
1346308424.272, 1410001
1346308438.920, 1425001
1346308453.569, 1440001
1346308468.218, 1455001
1346308482.867, 1470001
1346308497.516, 1485001
1346308512.164, 1500001
1346308526.813, 1515001
1346308541.462, 1530001
1346308556.111, 1545001
1346308570.759, 1560001
1346308585.408, 1575001
1346308600.057, 1590001
1346308614.706, 1605001
1346308629.354, 1620001
1346308644.003, 1635001
1346308658.652, 1650001
1346308673.300, 1665001
1346308687.949, 1680001
1346308702.598, 1695001
1346308717.247, 1710001
1346308731.896, 1725001
1346308746.544, 1740001
1346308761.193, 1755001
1346308775.842, 1770001
1346308790.490, 1785001
1346308805.139, 1800001
1346308819.788, 1815001
1346308834.437, 1830001
1346308849.086, 1845001
1346308863.734, 1860001
1346308878.383, 1875001
1346308893.032, 1890001
1346308907.680, 1905001
1346308922.329, 1920001
1346308936.978, 1935001
1346308951.627, 1950001
1346308966.275, 1965001
1346308980.924, 1980001
1346308995.573, 1995001
1346309010.222, 2010001
1346309024.871, 2025001
1346309039.519, 2040001
1346309054.168, 2055001
1346309068.817, 2070001
1346309083.466, 2085001
1346309098.114, 2100001
1346309112.763, 2115001
1346309127.412, 2130001
1346309142.061, 2145001
1346309156.709, 2160001
1346309171.358, 2175001
1346309186.007, 2190001
1346309200.656, 2205001
1346309215.304, 2220001
1346309229.953, 2235001
1346309244.602, 2250001
1346309259.250, 2265001
1346309273.899, 2280001
1346309288.548, 2295001
1346309303.197, 2310001
1346309317.846, 2325001
1346309326.830, 2325001
1346309332.494, 2340001
1346309347.143, 2355001
1346309361.792, 2370001
1346309376.441, 2385001
1346309391.089, 2400001
1346309405.738, 2415001
1346309420.387, 2430001
1346309435.036, 2445001
1346309449.684, 2460001
1346309464.333, 2475001
1346309478.982, 2490001
1346309493.630, 2505001
1346309508.279, 2520001
1346309522.928, 2535001
1346309588.674, 15001
1346309603.323, 30001
1346309617.972, 45001
1346309632.620, 60001
1346309647.269, 75001
1346309661.918, 90001
1346309676.567, 105001
1346309691.216, 120001
1346309705.865, 135001
1346309720.513, 150001
1346374129.384, 66105001
1346374144.017, 66120001
1346374158.667, 66135001
1346374173.315, 66150001
1346374187.964, 66165001
1346374202.612, 66180001
1346374217.261, 66195001
1346374231.910, 66210001
1346374246.559, 66225001
1346374261.208, 66240001
1346374275.856, 66255001
1346374290.505, 66270001
1346374305.154, 66285001
1346374319.802, 66300001
1346374334.451, 66315001
1346374349.100, 66330001
1346374363.749, 66345001
1346374378.397, 66360001
1346374393.046, 66375001
1346374407.695, 66390001
1346374422.344, 66405001
1346374436.993, 66420001
1346374451.641, 66435001
1346374466.290, 66450001
1346374480.939, 66465001
1346374495.587, 66480001
1346374510.236, 66495001
1346374524.885, 66510001
1346374539.534, 66525001
1346374554.182, 66540001
1346374568.831, 66555001
1346374583.480, 66570001
1346374598.128, 66585001
1346374612.777, 66600001
1346374627.426, 66615001
1346374642.075, 66630001
1346374656.724, 66645001
1346374671.372, 66660001
1346374686.021, 66675001
1346374700.670, 66690001
1346374715.319, 66705001
1346374729.967, 66720001
1346374744.616, 66735001
1346374759.265, 66750001
1346374773.913, 66765001
1346374788.562, 66780001
1346374803.211, 66795001
1346374817.860, 66810001
1346374832.509, 66825001
1346374847.157, 66840001
1346374861.806, 66855001
1346374876.455, 66870001
1346374891.104, 66885001
1346374905.752, 66900001
1346374920.401, 66915001
1346374935.050, 66930001
1346374949.698, 66945001
1346374964.347, 66960001
1346374978.996, 66975001
1346374993.644, 66990001
1346375008.293, 67005001
1346375022.942, 67020001
1346375037.591, 67035001
1346375052.240, 67050001
1346375066.888, 67065001
1346375081.537, 67080001
1346375096.186, 67095001
1346375110.835, 67110001
1346375125.483, 67125001
1346375140.132, 67140001
1346375154.781, 67155001
1346375169.430, 67170001
1346375184.078, 67185001
1346375198.727, 67200001
1346375213.376, 67215001
1346375228.025, 67230001
1346375242.673, 67245001
1346375257.322, 67260001
1346375271.971, 67275001
1346375286.620, 67290001
1346375301.268, 67305001
1346375315.917, 67320001
1346375330.566, 67335001
1346375345.215, 67350001
1346375359.863, 67365001
1346375374.512, 67380001
1346375389.161, 67395001
1346375403.810, 67410001
1346375418.458, 67425001
1346375433.107, 67440001
1346375447.756, 67455001
1346375462.405, 67470001
1346375477.053, 67485001
1346375491.702, 67500001
