1343887374.360, 86460
1343887377.834, 90019
1343887392.483, 105019
1343887407.130, 120019
1343887421.779, 135019
1343887436.428, 150019
1343887451.077, 165019
1343887455.784, 169839
1343887465.726, 180019
1343887480.376, 195019
1343887489.553, 204417
1343887495.023, 210019
1343887501.449, 216598
1343887509.672, 225019
1343887514.737, 230205
1343887524.321, 240019
1343887528.585, 244386
1343887538.969, 255019
1343887541.722, 257837
1343887553.618, 270019
1343887559.089, 275621
1343887564.324, 280979
1343887568.266, 285019
1343887576.794, 293750
1343887582.915, 300019
1343887585.922, 303096
1343887596.884, 314319
1343887597.564, 315019
1343887612.213, 330019
1343891511.212, 69412
1343891516.687, 75019
1343891521.300, 79734
1343891528.861, 87484
1343891531.335, 90019
1343891545.984, 105019
1343891560.632, 120019
1343891575.281, 135019
1343891589.929, 150019
1343891591.926, 152061
1343891598.838, 159139
1343891604.577, 165019
1343891611.044, 171640
1343891619.226, 180019
1343891633.876, 195019
1343891641.772, 203106
1343891646.453, 207899
1343891648.523, 210019
