293, 259, 0, -31, 194367, 257962, 194742, 258339, 0, 0, 4.03, 180
293, 174, 0, -13, 198357, 261881, 198285, 261882, 0, 0, 4.03, 179
293, 281, 0, -25, 198816, 262408, 198812, 262409, 0, 0, 4.03, 178
293, 229, 0, -37, 211434, 274966, 211371, 274968, 0, 0, 4.03, 177
293, 259, 1, -32, 214372, 277967, 214455, 278052, 0, 0, 4.03, 176
293, 130, 0, -25, 215498, 279002, 215517, 279114, 0, 0, 4.03, 175
293, 248, 0, -9, 215868, 279405, 215809, 279406, 0, 0, 4.03, 174
293, 174, 1, -13, 218357, 281881, 218285, 281882, 0, 0, 4.03, 173
293, 281, 1, -25, 218816, 282408, 219200, 282797, 0, 0, 4.03, 172
293, 107, 1, -41, 229103, 292598, 229000, 292597, 0, 0, 4.04, 171
293, 229, 1, -37, 231434, 294966, 231797, 295394, 0, 0, 4.04, 170
293, 259, 2, -32, 234367, 297962, 234429, 298026, 0, 0, 4.04, 169
293, 130, 1, -26, 235499, 299003, 235408, 299005, 0, 0, 4.04, 168
293, 248, 1, -14, 235868, 299405, 236032, 299629, 0, 0, 4.04, 167
293, 174, 2, -12, 238357, 301881, 238285, 301882, 0, 0, 4.04, 166
293, 281, 2, -26, 238816, 302408, 239211, 302808, 0, 0, 4.04, 165
293, 107, 2, -41, 249103, 312598, 249001, 312598, 0, 0, 4.03, 164
293, 229, 2, -37, 251434, 314966, 251370, 314967, 0, 0, 4.03, 163
293, 259, 3, -31, 254367, 317962, 254366, 317963, 0, 0, 4.03, 162
293, 130, 2, -26, 255498, 319002, 255407, 319004, 0, 0, 4.04, 161
293, 248, 2, -9, 255869, 319406, 256052, 319649, 0, 0, 4.04, 160
293, 174, 3, -13, 258357, 321881, 258286, 321883, 0, 0, 4.04, 159
293, 281, 3, -26, 258816, 322408, 259202, 322799, 0, 0, 4.04, 158
293, 107, 3, -40, 269103, 332598, 269001, 332598, 0, 0, 4.04, 157
293, 229, 3, -37, 271434, 334966, 271371, 334968, 0, 0, 4.03, 156
293, 259, 4, -31, 274367, 337962, 274365, 337962, 0, 0, 4.03, 155
293, 130, 3, -25, 275498, 339002, 275406, 339003, 0, 0, 4.03, 154
293, 248, 3, -9, 275868, 339405, 276041, 339638, 0, 0, 4.03, 153
293, 174, 4, -13, 278357, 341882, 278285, 341882, 0, 0, 4.03, 152
293, 281, 4, -26, 278816, 342408, 279203, 342800, 0, 0, 4.03, 151
293, 107, 4, -40, 289103, 352598, 289158, 352755, 0, 0, 4.04, 150
293, 229, 4, -37, 291434, 354966, 291789, 355386, 0, 0, 4.04, 149
293, 259, 5, -32, 294367, 357962, 294419, 358016, 0, 0, 4.04, 148
293, 130, 4, -25, 295498, 359002, 295407, 359004, 0, 0, 4.04, 147
293, 248, 4, -14, 295868, 359405, 295809, 359406, 0, 0, 4.04, 146
293, 174, 5, -13, 298357, 361882, 298284, 361881, 0, 0, 4.04, 145
293, 281, 5, -26, 298816, 362408, 298812, 362409, 0, 0, 4.04, 144
293, 107, 5, -40, 309103, 372598, 309000, 372597, 0, 0, 4.03, 143
293, 229, 5, -38, 311434, 374966, 311794, 375391, 0, 0, 4.03, 142
293, 259, 6, -31, 314367, 377962, 314427, 378024, 0, 0, 4.03, 141
293, 130, 5, -26, 315498, 379002, 315407, 379004, 0, 0, 4.04, 140
293, 248, 5, -15, 315868, 379405, 316029, 379626, 0, 0, 4.04, 139
293, 174, 6, -13, 318357, 381882, 318285, 381882, 0, 0, 4.04, 138
293, 281, 6, -25, 318816, 382408, 319205, 382802, 0, 0, 4.04, 137
293, 229, 6, -38, 331434, 394966, 331786, 395383, 0, 0, 4.03, 136
293, 259, 7, -32, 334367, 397962, 334365, 397962, 0, 0, 4.03, 135
293, 130, 6, -25, 335498, 399002, 335482, 399079, 0, 0, 4.03, 134
293, 248, 6, -14, 335868, 399405, 335809, 399406, 0, 0, 4.03, 133
293, 174, 7, -13, 338357, 401882, 338286, 401883, 0, 0, 4.03, 132
293, 281, 7, -26, 338816, 402408, 338813, 402410, 0, 0, 4.03, 131
293, 229, 7, -37, 351434, 414966, 351371, 414968, 0, 0, 4.04, 130
293, 259, 8, -32, 354367, 417962, 354431, 418028, 0, 0, 4.04, 129
293, 130, 7, -26, 355498, 419002, 355494, 419091, 0, 0, 4.04, 128
293, 248, 7, -14, 355868, 419405, 356033, 419630, 0, 0, 4.04, 127
293, 174, 8, -13, 358357, 421882, 358285, 421882, 0, 0, 4.04, 126
293, 281, 8, -26, 358816, 422408, 359198, 422795, 0, 0, 4.04, 125
293, 107, 8, -41, 369103, 432599, 369000, 432597, 0, 0, 4.03, 124
293, 229, 8, -37, 371434, 434966, 371787, 435384, 0, 0, 4.03, 123
293, 259, 9, -32, 374367, 437962, 374417, 438014, 0, 0, 4.03, 122
293, 130, 8, -25, 375503, 439007, 375478, 439075, 0, 0, 4.04, 121
293, 248, 8, -14, 375868, 439405, 376018, 439615, 0, 0, 4.04, 120
293, 174, 9, -13, 378357, 441882, 378284, 441881, 0, 0, 4.04, 119
293, 281, 9, -26, 378816, 442408, 379200, 442797, 0, 0, 4.04, 118
293, 229, 9, -37, 391434, 454966, 391370, 454967, 0, 0, 4.03, 117
293, 259, 10, -32, 394367, 457962, 394365, 457962, 0, 0, 4.03, 116
293, 130, 9, -25, 395498, 459002, 395488, 459085, 0, 0, 4.03, 115
293, 248, 9, -14, 395868, 459405, 395809, 459406, 0, 0, 4.03, 114
293, 174, 10, -13, 398357, 461882, 398285, 461882, 0, 0, 4.03, 113
293, 281, 10, -25, 398816, 462408, 399199, 462796, 0, 0, 4.03, 112
293, 229, 10, -38, 411434, 474966, 411370, 474967, 0, 0, 4.03, 111
293, 259, 11, -32, 414367, 477962, 414419, 478016, 0, 0, 4.03, 110
293, 130, 10, -26, 415498, 479002, 415408, 479005, 0, 0, 4.03, 109
293, 248, 10, -9, 415868, 479405, 416023, 479620, 0, 0, 4.03, 108
293, 174, 11, -13, 418357, 481883, 418285, 481882, 0, 0, 4.03, 107
293, 281, 11, -26, 418816, 482408, 419201, 482798, 0, 0, 4.03, 106
293, 229, 11, -37, 431434, 494966, 431771, 495368, 0, 0, 4.03, 105
293, 259, 12, -32, 434367, 497962, 434365, 497962, 0, 0, 4.03, 104
293, 130, 11, -25, 435498, 499002, 435466, 499063, 0, 0, 4.04, 103
293, 248, 11, -14, 435870, 499407, 436006, 499603, 0, 0, 4.04, 102
293, 174, 12, -13, 438358, 501884, 438286, 501883, 0, 0, 4.04, 101
293, 281, 12, -25, 438816, 502408, 439201, 502798, 0, 0, 4.04, 100
293, 229, 12, -37, 451434, 514966, 451370, 514967, 0, 0, 4.03, 99
293, 259, 13, -31, 454367, 517962, 454365, 517962, 0, 0, 4.03, 98
293, 130, 12, -25, 455498, 519002, 455474, 519071, 0, 0, 4.03, 97
293, 248, 12, -14, 455868, 519405, 456015, 519612, 0, 0, 4.03, 96
293, 174, 13, -13, 458357, 521883, 458283, 521880, 0, 0, 4.03, 95
293, 281, 13, -25, 458816, 522408, 459216, 522813, 0, 0, 4.03, 94
293, 229, 13, -37, 471434, 534966, 471802, 535399, 0, 0, 4.03, 93
293, 259, 14, -31, 474367, 537962, 474364, 537961, 0, 0, 4.03, 92
293, 130, 13, -25, 475498, 539002, 475408, 539005, 0, 0, 4.03, 91
293, 248, 13, -9, 475869, 539406, 475810, 539407, 0, 0, 4.03, 90
293, 174, 14, -13, 478357, 541883, 478285, 541882, 0, 0, 4.03, 89
293, 281, 14, -26, 478816, 542408, 478812, 542409, 0, 0, 4.03, 88
293, 229, 14, -37, 491434, 554967, 491369, 554966, 0, 0, 4.03, 87
293, 259, 15, -31, 494367, 557962, 494418, 558015, 0, 0, 4.03, 86
293, 130, 14, -25, 495498, 559002, 495483, 559080, 0, 0, 4.04, 85
293, 248, 14, -9, 495868, 559405, 496023, 559620, 0, 0, 4.04, 84
293, 174, 15, -13, 498357, 561883, 498285, 561882, 0, 0, 4.04, 83
293, 281, 15, -25, 498816, 562408, 499199, 562796, 0, 0, 4.04, 82
293, 229, 15, -37, 511434, 574967, 511785, 575382, 0, 0, 4.03, 81
293, 259, 16, -32, 514367, 577962, 514416, 578013, 0, 0, 4.03, 80
293, 130, 15, -25, 515498, 579002, 515479, 579076, 0, 0, 4.03, 79
293, 248, 15, -9, 515868, 579405, 516020, 579617, 0, 0, 4.03, 78
293, 174, 16, -13, 518357, 581883, 518284, 581881, 0, 0, 4.03, 77
293, 281, 16, -26, 518816, 582408, 519199, 582796, 0, 0, 4.03, 76
293, 107, 16, -41, 529103, 592600, 529000, 592597, 0, 0, 4.07, 75
293, 229, 16, -38, 531434, 594967, 531369, 594966, 0, 0, 4.07, 74
293, 259, 17, -32, 534367, 597962, 534419, 598016, 0, 0, 4.07, 73
293, 130, 16, -25, 535498, 599002, 535482, 599079, 0, 0, 4.07, 72
293, 248, 16, -9, 535869, 599406, 536023, 599620, 0, 0, 4.07, 71
293, 174, 17, -13, 538357, 601883, 538285, 601882, 0, 0, 4.07, 70
293, 281, 17, -26, 538816, 602408, 538813, 602410, 0, 0, 4.07, 69
293, 229, 17, -38, 551434, 614967, 551369, 614966, 0, 0, 4.03, 68
293, 259, 18, -32, 554367, 617962, 554444, 618041, 0, 0, 4.03, 67
293, 130, 17, -25, 555498, 619002, 555512, 619109, 0, 0, 4.04, 66
293, 248, 17, -9, 555868, 619405, 555808, 619405, 0, 0, 4.04, 65
293, 174, 18, -13, 558357, 621884, 558285, 621882, 0, 0, 4.04, 64
293, 281, 18, -27, 558816, 622408, 559200, 622797, 0, 0, 4.04, 63
293, 229, 18, -37, 571434, 634967, 571781, 635378, 0, 0, 4.03, 62
293, 259, 19, -32, 574367, 637962, 574415, 638012, 0, 0, 4.03, 61
293, 130, 18, -25, 575501, 639005, 575477, 639074, 0, 0, 4.03, 60
293, 248, 18, -9, 575868, 639405, 575808, 639405, 0, 0, 4.03, 59
293, 174, 19, -13, 578357, 641884, 578284, 641881, 0, 0, 4.03, 58
293, 281, 19, -26, 578816, 642408, 579221, 642818, 0, 0, 4.03, 57
293, 107, 19, -41, 589103, 652600, 589000, 652597, 0, 0, 4.04, 56
293, 229, 19, -37, 591434, 654967, 591369, 654966, 0, 0, 4.04, 55
293, 259, 20, -32, 594367, 657962, 594445, 658042, 0, 0, 4.04, 54
293, 130, 19, -25, 595498, 659002, 595508, 659105, 0, 0, 4.04, 53
