4017, 4123, 0, 45, 2189950, 2189950, 2189955, 2189955, 1, 0, 4.57, 856
4017, 4204, 0, 36, 2194047, 2194047, 2194036, 2194036, 1, 0, 4.57, 855
4017, 4262, 0, 54, 2196834, 2196834, 2196867, 2196867, 1, 0, 4.57, 854
4017, 4086, 0, 37, 2198103, 2198103, 2198125, 2198125, 1, 0, 4.57, 853
4017, 4123, 1, 45, 2209950, 2209950, 2209892, 2209892, 1, 0, 4.59, 852
4017, 4204, 1, 37, 2214047, 2214047, 2214041, 2214041, 1, 0, 4.59, 851
4017, 4262, 1, 54, 2216834, 2216834, 2216821, 2216821, 1, 0, 4.59, 850
4017, 4086, 1, 37, 2218103, 2218103, 2218078, 2218078, 1, 0, 4.59, 849
4017, 4123, 2, 45, 2229950, 2229950, 2229965, 2229965, 1, 0, 4.58, 848
4017, 4204, 2, 36, 2234047, 2234047, 2234085, 2234085, 1, 0, 4.58, 847
4017, 4262, 2, 54, 2236834, 2236834, 2236832, 2236832, 1, 0, 4.60, 846
4017, 4086, 2, 37, 2238103, 2238103, 2238052, 2238052, 1, 0, 4.60, 845
4017, 4123, 3, 45, 2249950, 2249950, 2249955, 2249955, 1, 0, 4.59, 844
4017, 4204, 3, 36, 2254047, 2254047, 2254017, 2254017, 1, 0, 4.59, 843
4017, 4262, 3, 54, 2256834, 2256834, 2256815, 2256815, 1, 0, 4.59, 842
4017, 4086, 3, 37, 2258103, 2258103, 2258116, 2258116, 1, 0, 4.59, 841
4017, 4123, 4, 45, 2269950, 2269950, 2269929, 2269929, 1, 0, 4.58, 840
4017, 4204, 4, 37, 2274047, 2274047, 2274024, 2274024, 1, 0, 4.58, 839
4017, 4262, 4, 54, 2276834, 2276834, 2276827, 2276827, 1, 0, 4.58, 838
4017, 4086, 4, 37, 2278103, 2278103, 2278112, 2278112, 1, 0, 4.58, 837
4017, 4123, 5, 45, 2289950, 2289950, 2289943, 2289943, 1, 0, 4.57, 836
4017, 4204, 5, 37, 2294047, 2294047, 2294026, 2294026, 1, 0, 4.57, 835
4017, 4262, 5, 54, 2296834, 2296834, 2296824, 2296824, 1, 0, 4.59, 834
4017, 4086, 5, 37, 2298103, 2298103, 2298051, 2298051, 1, 0, 4.59, 833
4017, 4123, 6, 45, 2309950, 2309950, 2309926, 2309926, 1, 0, 4.61, 832
4017, 4204, 6, 36, 2314047, 2314047, 2314012, 2314012, 1, 0, 4.61, 831
4017, 4262, 6, 54, 2316834, 2316834, 2316830, 2316830, 1, 0, 4.61, 830
4017, 4086, 6, 37, 2318103, 2318103, 2318134, 2318134, 1, 0, 4.61, 829
4017, 4123, 7, 45, 2329950, 2329950, 2329925, 2329925, 1, 0, 4.58, 828
4017, 4204, 7, 36, 2334047, 2334047, 2334000, 2334000, 1, 0, 4.58, 827
4017, 4262, 7, 54, 2336834, 2336834, 2336853, 2336853, 1, 0, 4.58, 826
4017, 4086, 7, 37, 2338103, 2338103, 2338096, 2338096, 1, 0, 4.58, 825
4017, 4123, 8, 45, 2349950, 2349950, 2349918, 2349918, 1, 0, 4.59, 824
4017, 4204, 8, 36, 2354047, 2354047, 2354034, 2354034, 1, 0, 4.59, 823
4017, 4262, 8, 54, 2356834, 2356834, 2356861, 2356861, 1, 0, 4.58, 822
4017, 4086, 8, 37, 2358103, 2358103, 2358070, 2358070, 1, 0, 4.58, 821
4017, 4123, 9, 45, 2369950, 2369950, 2369943, 2369943, 1, 0, 4.60, 820
4017, 4204, 9, 36, 2374047, 2374047, 2374075, 2374075, 1, 0, 4.60, 819
4017, 4262, 9, 54, 2376834, 2376834, 2376825, 2376825, 1, 0, 4.60, 818
4017, 4086, 9, 37, 2378103, 2378103, 2378101, 2378101, 1, 0, 4.60, 817
4017, 4123, 10, 45, 2389950, 2389950, 2389978, 2389978, 1, 0, 4.59, 816
4017, 4204, 10, 36, 2394047, 2394047, 2394082, 2394082, 1, 0, 4.59, 815
4017, 4262, 10, 54, 2396834, 2396834, 2396783, 2396783, 1, 0, 4.59, 814
4017, 4086, 10, 37, 2398103, 2398103, 2398038, 2398038, 1, 0, 4.59, 813
4017, 4123, 11, 45, 2409950, 2409950, 2409966, 2409966, 1, 0, 4.58, 812
4017, 4204, 11, 37, 2414047, 2414047, 2414073, 2414073, 1, 0, 4.58, 811
4017, 4262, 11, 54, 2416834, 2416834, 2416832, 2416832, 1, 0, 4.61, 810
4017, 4086, 11, 37, 2418103, 2418103, 2418098, 2418098, 1, 0, 4.61, 809
4017, 4123, 12, 45, 2429950, 2429950, 2429969, 2429969, 1, 0, 4.61, 808
4017, 4204, 12, 36, 2434047, 2434047, 2434077, 2434077, 1, 0, 4.61, 807
4017, 4262, 12, 54, 2436834, 2436834, 2436807, 2436807, 1, 0, 4.61, 806
4017, 4086, 12, 37, 2438103, 2438103, 2438062, 2438062, 1, 0, 4.61, 805
4017, 4123, 13, 45, 2449950, 2449950, 2449920, 2449920, 1, 0, 4.58, 804
4017, 4204, 13, 36, 2454047, 2454047, 2454079, 2454079, 1, 0, 4.58, 803
4017, 4262, 13, 54, 2456834, 2456834, 2456836, 2456836, 1, 0, 4.58, 802
4017, 4086, 13, 37, 2458103, 2458103, 2458142, 2458142, 1, 0, 4.58, 801
