1346302309.561, 13134
1346302311.383, 15001
1346302326.031, 30001
1346302340.680, 45001
1346302355.329, 60001
1346302369.978, 75001
1346302384.626, 90001
1346302399.275, 105001
1346302413.924, 120001
1346302428.573, 135001
1346302443.221, 150001
1346302457.870, 165001
1346302472.519, 180001
1346302487.168, 195001
1346302501.816, 210001
1346302516.465, 225001
1346302531.114, 240001
1346302545.762, 255001
1346302560.411, 270001
1346302575.060, 285001
1346302589.708, 300001
1346302604.357, 315001
1346302736.197, 450001
1346302739.041, 452915
1346302750.843, 465001
1346302765.494, 480001
1346302780.140, 495001
1346302794.789, 510001
1346302809.438, 525001
1346302824.087, 540001
1346302838.735, 555001
1346302853.384, 570001
1346302868.033, 585001
1346302882.682, 600001
1346302897.330, 615001
1346302911.979, 630001
1346303248.766, 974859
1346303248.899, 975001
1346303263.548, 990001
1346303370.590, 15001
1346303372.354, 16807
1346303385.237, 30001
1346303561.172, 26382
1346303564.705, 30001
1346303579.354, 45001
1346304068.450, 15001
1346304083.097, 30001
1346304097.746, 45001
1346304112.395, 60001
1346304127.043, 75001
1346304141.692, 90001
1346304156.341, 105001
1346304170.990, 120001
1346304551.858, 510001
1346304566.506, 525001
1346304581.154, 540001
1346304595.803, 555001
1346304610.452, 570001
1346304625.100, 585001
1346304639.749, 600001
1346304654.398, 615001
1346304669.047, 630001
1346304683.695, 645001
1346304698.344, 660001
1346304712.993, 675001
1346304727.642, 690001
1346304742.290, 705001
1346304756.939, 720001
1346304771.588, 735001
1346304786.237, 750001
1346304800.885, 765001
1346304815.534, 780001
1346304830.183, 795001
1346304844.831, 810001
1346304859.480, 825001
1346304874.129, 840001
1346304888.778, 855001
1346304903.426, 870001
1346304918.075, 885001
1346304932.724, 900001
1346304947.373, 915001
1346304962.021, 930001
1346304976.670, 945001
1346304991.319, 960001
1346305005.970, 975001
1346305020.616, 990001
1346305035.265, 1005001
1346305049.914, 1020001
1346305064.563, 1035001
1346305079.211, 1050001
1346305093.860, 1065001
1346305108.509, 1080001
1346305123.158, 1095001
1346305137.806, 1110001
1346305152.455, 1125001
1346305167.104, 1140001
1346305181.753, 1155001
1346305196.401, 1170001
1346305211.050, 1185001
1346305225.699, 1200001
1346305240.348, 1215001
1346305254.996, 1230001
1346305269.645, 1245001
1346305284.294, 1260001
1346305527.102, 165001
1346305541.750, 180001
1346305556.400, 195001
1346305571.048, 210001
1346305585.697, 225001
1346305600.345, 240001
1346305614.995, 255001
1346305629.643, 270001
1346305644.292, 285001
1346305658.940, 300001
1346305673.589, 315001
1346305688.238, 330001
1346305702.887, 345001
1346305717.535, 360001
1346305732.184, 375001
1346305746.833, 390001
1346305761.482, 405001
1346305776.130, 420001
1346305790.782, 435001
1346305805.428, 450001
1346305820.077, 465001
1346305834.725, 480001
1346305849.374, 495001
1346305864.026, 510001
1346305878.671, 525001
1346305893.320, 540001
1346305907.969, 555001
1346305922.618, 570001
1346305937.266, 585001
1346305951.915, 600001
1346305966.564, 615001
1346305981.213, 630001
1346305995.861, 645001
1346306010.514, 660001
1346306025.162, 675001
1346306039.808, 690001
1346306054.456, 705001
1346306069.105, 720001
1346306083.754, 735001
1346306098.403, 750001
1346306113.051, 765001
1346306127.710, 780001
1346306142.349, 795001
1346306156.998, 810001
1346306171.646, 825001
1346306186.295, 840001
1346306279.649, 15001
1346306294.296, 30001
1346306308.944, 45001
1346306323.593, 60001
1346306338.242, 75001
1346306352.895, 90001
1346306367.539, 105001
1346306382.188, 120001
1346306396.837, 135001
1346306411.485, 150001
